id,doi,trueSubject,predicted,isCorrect
hdl:1902.4/USABCWASH1992-4347,hdl:1902.4/USABCWASH1992-4347,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/DCDKZQ,doi:10.7910/DVN/DCDKZQ,['Computer and Information Science'],[],False
doi:10.7910/DVN/XOY8RN,doi:10.7910/DVN/XOY8RN,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/GJLYGI,doi:10.7910/DVN/GJLYGI,['Social Sciences'],['Arts and Humanities'],False
hdl:1902.4/GBUSIA1983-I83029,hdl:1902.4/GBUSIA1983-I83029,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/4ZO9UU,doi:10.7910/DVN/4ZO9UU,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/ZAZJJL,doi:10.34894/ZAZJJL,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/EL36US,doi:10.7910/DVN/EL36US,"['Computer and Information Science', 'Engineering']",['Computer and Information Science'],True
doi:10.7910/DVN/BPH7C,doi:10.7910/DVN/BPH7C,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WM3MVJ,doi:10.7910/DVN/WM3MVJ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/FCENWL,doi:10.7910/DVN/FCENWL,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/ETS5LV,doi:10.7910/DVN/ETS5LV,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/GBSSLT1977-CQ565,hdl:1902.4/GBSSLT1977-CQ565,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/OHHGWC,doi:10.7910/DVN/OHHGWC,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/N6WG1V,doi:10.7910/DVN/N6WG1V,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XSQ6X,doi:10.7910/DVN/XSQ6X,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USAIPOSPGO1996-GIVE96,hdl:1902.4/USAIPOSPGO1996-GIVE96,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USPSRA2004-NW08,hdl:1902.4/USPSRA2004-NW08,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YSJBOP,doi:10.7910/DVN/YSJBOP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/9FJT64,doi:10.7910/DVN/9FJT64,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/DNOBSR70-02PANEL,hdl:1902.4/DNOBSR70-02PANEL,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USNBCWSJ2008-6086,hdl:1902.4/USNBCWSJ2008-6086,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/VKIX3Y,doi:10.7910/DVN/VKIX3Y,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/GOLZB,doi:10.7910/DVN/GOLZB,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JYJ26S,doi:10.7910/DVN/JYJ26S,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/9BNJ5X,doi:10.7910/DVN/9BNJ5X,"['Other', 'Social Sciences']",['Social Sciences'],True
doi:10.7910/DVN/UL0XUR,doi:10.7910/DVN/UL0XUR,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/OMW0NP,doi:10.7910/DVN/OMW0NP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/IP9CZV,doi:10.7910/DVN/IP9CZV,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/GYHA87,doi:10.7910/DVN/GYHA87,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences', 'Physics']",True
doi:10.7910/DVN/MSZ8U1,doi:10.7910/DVN/MSZ8U1,['Agricultural Sciences'],"['Agricultural Sciences', 'Social Sciences']",True
doi:10.7910/DVN/HSK0NB,doi:10.7910/DVN/HSK0NB,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/BY6FYE,doi:10.7910/DVN/BY6FYE,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/GBSSLT1979-CQ653,hdl:1902.4/GBSSLT1979-CQ653,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ALXGD5,doi:10.7910/DVN/ALXGD5,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JUMBC0,doi:10.7910/DVN/JUMBC0,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.15139/S3/FXOHWV,doi:10.15139/S3/FXOHWV,"['Chemistry', 'Engineering', 'Medicine, Health and Life Sciences', 'Physics']","['Medicine, Health and Life Sciences', 'Physics']",True
doi:10.7910/DVN/QGMQQP,doi:10.7910/DVN/QGMQQP,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/3KPL8T,doi:10.7910/DVN/3KPL8T,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/B5U8B4,doi:10.7910/DVN/B5U8B4,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/B4CKPC,doi:10.7910/DVN/B4CKPC,['Agricultural Sciences'],"['Agricultural Sciences', 'Earth and Environmental Sciences']",True
hdl:1902.4/USCBS1982-STELEC-CT,hdl:1902.4/USCBS1982-STELEC-CT,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/JDS7X0,doi:10.7910/DVN/JDS7X0,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/TS049T,doi:10.7910/DVN/TS049T,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/KUNDIU,doi:10.7910/DVN/KUNDIU,"['Computer and Information Science', 'Engineering']","['Computer and Information Science', 'Engineering']",True
doi:10.7910/DVN/SXJXZF,doi:10.7910/DVN/SXJXZF,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/KLNKTJ,doi:10.7910/DVN/KLNKTJ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/HEPECM,doi:10.7910/DVN/HEPECM,"['Computer and Information Science', 'Engineering', 'Medicine, Health and Life Sciences']",['Computer and Information Science'],True
doi:10.7910/DVN/4EUZP2,doi:10.7910/DVN/4EUZP2,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
hdl:1902.4/USPEW2015-09POL,hdl:1902.4/USPEW2015-09POL,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/9SG69Q,doi:10.7910/DVN/9SG69Q,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USWASH2001-18439,hdl:1902.4/USWASH2001-18439,['Social Sciences'],['Arts and Humanities'],False
doi:10.7910/DVN/CZRQ66,doi:10.7910/DVN/CZRQ66,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/WXEGAP,doi:10.7910/DVN/WXEGAP,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USICR1997-933M,hdl:1902.4/USICR1997-933M,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ZN8KVM,doi:10.7910/DVN/ZN8KVM,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/QF0KKZ,doi:10.7910/DVN/QF0KKZ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/P0LJC2,doi:10.7910/DVN/P0LJC2,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/CBBW7F,doi:10.7910/DVN/CBBW7F,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/QUPGIN,doi:10.7910/DVN/QUPGIN,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/8PWX3A,doi:10.7910/DVN/8PWX3A,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USAARP2004-AGING,hdl:1902.4/USAARP2004-AGING,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/TZFTQN,doi:10.7910/DVN/TZFTQN,['Physics'],['Physics'],True
doi:10.34894/URWCS3,doi:10.34894/URWCS3,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/MZ3A2K,doi:10.7910/DVN/MZ3A2K,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/HQPTXR,doi:10.7910/DVN/HQPTXR,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/INEUQX,doi:10.34894/INEUQX,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
hdl:1902.4/RSUSIA2000-I20048,hdl:1902.4/RSUSIA2000-I20048,['Social Sciences'],['Social Sciences'],True
doi:10.18738/T8/WBNQZE,doi:10.18738/T8/WBNQZE,['Earth and Environmental Sciences'],[],False
doi:10.34894/S7TUCD,doi:10.34894/S7TUCD,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USCBSNYT1996-96010C,hdl:1902.4/USCBSNYT1996-96010C,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USNORC1956-0382,hdl:1902.4/USNORC1956-0382,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/E9P8HE,doi:10.7910/DVN/E9P8HE,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/N2TMLG,doi:10.7910/DVN/N2TMLG,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/XMZFAM,doi:10.7910/DVN/XMZFAM,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/GBSSLT1983-CQ864A,hdl:1902.4/GBSSLT1983-CQ864A,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/BRMARP1968-070,hdl:1902.4/BRMARP1968-070,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ADVZ9U,doi:10.7910/DVN/ADVZ9U,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/S7SNAF,doi:10.7910/DVN/S7SNAF,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/D6WPFD,doi:10.7910/DVN/D6WPFD,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/1LPKRJ,doi:10.7910/DVN/1LPKRJ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/M5MJTN,doi:10.7910/DVN/M5MJTN,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/BM9U6W,doi:10.7910/DVN/BM9U6W,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/S8PITA,doi:10.7910/DVN/S8PITA,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USABC1986-6276,hdl:1902.4/USABC1986-6276,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/FRBVA88-167,hdl:1902.4/FRBVA88-167,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XIITVH,doi:10.7910/DVN/XIITVH,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/HGJK6Z,doi:10.7910/DVN/HGJK6Z,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/OR6MHT,doi:10.7910/DVN/OR6MHT,"['Arts and Humanities', 'Social Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
hdl:1902.4/USAIPO1972-0849,hdl:1902.4/USAIPO1972-0849,['Social Sciences'],['Social Sciences'],True
doi:10.34894/DLU1BF,doi:10.34894/DLU1BF,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/QW56OT,doi:10.7910/DVN/QW56OT,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/4H5WLC,doi:10.7910/DVN/4H5WLC,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/QYLSI0,doi:10.7910/DVN/QYLSI0,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
hdl:1902.4/MLUSIA1986-I86031,hdl:1902.4/MLUSIA1986-I86031,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USORCCNN2013-008,hdl:1902.4/USORCCNN2013-008,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/R7AQT1,doi:10.7910/DVN/R7AQT1,['Social Sciences'],['Social Sciences'],True
doi:10.18738/T8/RTBTIR,doi:10.18738/T8/RTBTIR,['Agricultural Sciences'],"['Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/VIRPNT,doi:10.7910/DVN/VIRPNT,"['Medicine, Health and Life Sciences']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/QCBI5G,doi:10.7910/DVN/QCBI5G,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/DEYOTH,doi:10.7910/DVN/DEYOTH,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/JKIZ8Q,doi:10.7910/DVN/JKIZ8Q,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/QCT7E4,doi:10.7910/DVN/QCT7E4,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/YCCY4Z,doi:10.7910/DVN/YCCY4Z,['Business and Management'],['Business and Management'],True
doi:10.11588/data/AAKAF9,doi:10.11588/data/AAKAF9,['Earth and Environmental Sciences'],"['Computer and Information Science', 'Earth and Environmental Sciences']",True
doi:10.15139/S3/VA9JID,doi:10.15139/S3/VA9JID,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/WLI9B5,doi:10.7910/DVN/WLI9B5,"['Computer and Information Science', 'Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Physics']","['Computer and Information Science', 'Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/SVWMB5,doi:10.7910/DVN/SVWMB5,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/PKUEQ0,doi:10.7910/DVN/PKUEQ0,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/GRYUBU,doi:10.7910/DVN/GRYUBU,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/PHHHB6,doi:10.7910/DVN/PHHHB6,['Engineering'],['Computer and Information Science'],False
doi:10.34894/89N73S,doi:10.34894/89N73S,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.11588/data/ZAMGCL,doi:10.11588/data/ZAMGCL,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
doi:10.7910/DVN/JZG0BU,doi:10.7910/DVN/JZG0BU,"['Law', 'Social Sciences']",['Law'],True
doi:10.15139/S3/9OQ7L6,doi:10.15139/S3/9OQ7L6,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/BVQBPU,doi:10.7910/DVN/BVQBPU,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/2QRWGO,doi:10.7910/DVN/2QRWGO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/EX1LCP,doi:10.7910/DVN/EX1LCP,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USMINN1992-JUNE,hdl:1902.4/USMINN1992-JUNE,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USCBSNYT1988-NATELEC,hdl:1902.4/USCBSNYT1988-NATELEC,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USORCCNN2006-025,hdl:1902.4/USORCCNN2006-025,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ORTSPI,doi:10.7910/DVN/ORTSPI,"['Engineering', 'Medicine, Health and Life Sciences', 'Physics']","['Medicine, Health and Life Sciences', 'Physics']",True
doi:10.7910/DVN/WYFB8G,doi:10.7910/DVN/WYFB8G,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/UGXYWM,doi:10.7910/DVN/UGXYWM,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/PNRXXK,doi:10.7910/DVN/PNRXXK,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/XSGIKR,doi:10.7910/DVN/XSGIKR,"['Arts and Humanities', 'Computer and Information Science', 'Engineering']","['Arts and Humanities', 'Computer and Information Science']",True
doi:10.7910/DVN/AUX9W1,doi:10.7910/DVN/AUX9W1,['Social Sciences'],['Social Sciences'],True
doi:10.34894/AFBUVN,doi:10.34894/AFBUVN,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.34894/5BEWDP,doi:10.34894/5BEWDP,"['Arts and Humanities', 'Earth and Environmental Sciences']","['Arts and Humanities', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/WMFZHM,doi:10.7910/DVN/WMFZHM,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/UUUZMA,doi:10.7910/DVN/UUUZMA,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/SBPMDT,doi:10.7910/DVN/SBPMDT,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USUMARY2004-12,hdl:1902.4/USUMARY2004-12,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/BRDIR1988-580,hdl:1902.4/BRDIR1988-580,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/NWNSSDS1992-M9208,hdl:1902.4/NWNSSDS1992-M9208,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USMINN1949-0075,hdl:1902.4/USMINN1949-0075,['Social Sciences'],['Social Sciences'],True
doi:10.18710/NNZX42,doi:10.18710/NNZX42,"['Earth and Environmental Sciences', 'Physics']","['Earth and Environmental Sciences', 'Physics']",True
hdl:1902.4/GBSSLT1976-CQ329,hdl:1902.4/GBSSLT1976-CQ329,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/UTLAHU,doi:10.7910/DVN/UTLAHU,['Computer and Information Science'],['Computer and Information Science'],True
doi:10.7910/DVN/YJD6CA,doi:10.7910/DVN/YJD6CA,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/LDH7Q9,doi:10.7910/DVN/LDH7Q9,['Agricultural Sciences'],['Agricultural Sciences'],True
doi:10.7910/DVN/MB0WXV,doi:10.7910/DVN/MB0WXV,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/LDU6HP,doi:10.7910/DVN/LDU6HP,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
hdl:1902.4/USPRRI2012-02,hdl:1902.4/USPRRI2012-02,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/AUAPOP1949-069,hdl:1902.4/AUAPOP1949-069,['Social Sciences'],['Social Sciences'],True
hdl:1902.4/USCA1960-02,hdl:1902.4/USCA1960-02,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/IU7185,doi:10.7910/DVN/IU7185,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
hdl:1902.4/USRSPHRBLOCK1986-0643,hdl:1902.4/USRSPHRBLOCK1986-0643,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WKGZHP,doi:10.7910/DVN/WKGZHP,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
hdl:20.500.11766.1/FK2/9GLMUK,hdl:20.500.11766.1/FK2/9GLMUK,"['Agricultural Sciences', 'Earth and Environmental Sciences']","['Medicine, Health and Life Sciences', 'Social Sciences']",False
doi:10.7910/DVN/I3ODNF,doi:10.7910/DVN/I3ODNF,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/5KSYRB,doi:10.7910/DVN/5KSYRB,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/YKZATL,doi:10.7910/DVN/YKZATL,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/9IGVRB,doi:10.7910/DVN/9IGVRB,"['Earth and Environmental Sciences', 'Other']","['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/TDOI3X,doi:10.7910/DVN/TDOI3X,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/4RHCFT,doi:10.7910/DVN/4RHCFT,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/MQNLFO,doi:10.7910/DVN/MQNLFO,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/D9XK0A,doi:10.7910/DVN/D9XK0A,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USABCWASH2003-922,hdl:1902.4/USABCWASH2003-922,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/E0I8SN,doi:10.7910/DVN/E0I8SN,"['Arts and Humanities', 'Social Sciences']",['Arts and Humanities'],True
doi:10.7910/DVN/T1RFIH,doi:10.7910/DVN/T1RFIH,['Physics'],['Physics'],True
doi:10.7910/DVN/LAIQ3W,doi:10.7910/DVN/LAIQ3W,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/UXJCJH,doi:10.7910/DVN/UXJCJH,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/I05NIN,doi:10.7910/DVN/I05NIN,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/CTODML,doi:10.7910/DVN/CTODML,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.21421/D2/VDOOA1,doi:10.21421/D2/VDOOA1,['Agricultural Sciences'],['Agricultural Sciences'],True
doi:10.7910/DVN/RNPMN8,doi:10.7910/DVN/RNPMN8,"['Agricultural Sciences', 'Other']","['Agricultural Sciences', 'Earth and Environmental Sciences']",True
hdl:1902.4/USVNS1996-STELEC-WI,hdl:1902.4/USVNS1996-STELEC-WI,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/T9YTCK,doi:10.7910/DVN/T9YTCK,"['Medicine, Health and Life Sciences', 'Social Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/TVS1Q1,doi:10.7910/DVN/TVS1Q1,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/JPOLZB,doi:10.7910/DVN/JPOLZB,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/MMAAC7,doi:10.7910/DVN/MMAAC7,['Social Sciences'],"['Medicine, Health and Life Sciences']",False
doi:10.7910/DVN/I2W47N,doi:10.7910/DVN/I2W47N,"['Computer and Information Science', 'Social Sciences']","['Computer and Information Science', 'Social Sciences']",True
doi:10.7910/DVN/MO56TZ,doi:10.7910/DVN/MO56TZ,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/W2H02D,doi:10.7910/DVN/W2H02D,"['Medicine, Health and Life Sciences', 'Other']","['Medicine, Health and Life Sciences', 'Physics']",True
doi:10.7910/DVN/TU7ECM,doi:10.7910/DVN/TU7ECM,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/PZM6HI,doi:10.7910/DVN/PZM6HI,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/26448,doi:10.7910/DVN/26448,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/6HKRT,doi:10.7910/DVN/6HKRT,['Social Sciences'],['Social Sciences'],True
doi:10.34894/QUVWE2,doi:10.34894/QUVWE2,['Social Sciences'],"['Medicine, Health and Life Sciences', 'Social Sciences']",True
hdl:11529/10548375,hdl:11529/10548375,['Agricultural Sciences'],['Agricultural Sciences'],True
hdl:1902.4/USAIPOSPGONEW1985-85186,hdl:1902.4/USAIPOSPGONEW1985-85186,['Social Sciences'],['Social Sciences'],True
doi:10.18738/T8/NAQPJP,doi:10.18738/T8/NAQPJP,['Other'],['Social Sciences'],False
hdl:1902.4/CNCIPO1989-901-1,hdl:1902.4/CNCIPO1989-901-1,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/WTUPEC,doi:10.7910/DVN/WTUPEC,"['Chemistry', 'Engineering', 'Physics']","['Medicine, Health and Life Sciences']",False
doi:10.34894/0LGDTV,doi:10.34894/0LGDTV,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/VGOIIQ,doi:10.7910/DVN/VGOIIQ,['Earth and Environmental Sciences'],['Agricultural Sciences'],False
doi:10.7910/DVN/L8TMDS,doi:10.7910/DVN/L8TMDS,['Arts and Humanities'],['Arts and Humanities'],True
hdl:1902.4/USINDPOLL1997-29,hdl:1902.4/USINDPOLL1997-29,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/TZOJBU,doi:10.7910/DVN/TZOJBU,"['Arts and Humanities', 'Computer and Information Science', 'Law', 'Social Sciences']","['Computer and Information Science', 'Law', 'Medicine, Health and Life Sciences', 'Social Sciences']",True
doi:10.7910/DVN/UA2E21,doi:10.7910/DVN/UA2E21,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/ZJKRWA,doi:10.7910/DVN/ZJKRWA,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.34894/FYVBAH,doi:10.34894/FYVBAH,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/LFA2XK,doi:10.7910/DVN/LFA2XK,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/65WAV1,doi:10.7910/DVN/65WAV1,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/YCRFK1,doi:10.7910/DVN/YCRFK1,['Social Sciences'],['Social Sciences'],True
doi:10.21223/ADAWWN,doi:10.21223/ADAWWN,['Agricultural Sciences'],"['Agricultural Sciences', 'Earth and Environmental Sciences']",True
doi:10.7910/DVN/EOOPKN,doi:10.7910/DVN/EOOPKN,"['Chemistry', 'Physics']","['Chemistry', 'Computer and Information Science', 'Physics']",True
doi:10.7910/DVN/IUD1GR,doi:10.7910/DVN/IUD1GR,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
doi:10.7910/DVN/JERCL1,doi:10.7910/DVN/JERCL1,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/5X9OXQ,doi:10.7910/DVN/5X9OXQ,['Earth and Environmental Sciences'],['Earth and Environmental Sciences'],True
hdl:1902.4/GAUSIA1994-I94027,hdl:1902.4/GAUSIA1994-I94027,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/VTMENU,doi:10.7910/DVN/VTMENU,['Social Sciences'],"['Computer and Information Science', 'Social Sciences']",True
doi:10.7910/DVN/BLGH0A,doi:10.7910/DVN/BLGH0A,['Computer and Information Science'],"['Computer and Information Science', 'Social Sciences']",True
doi:10.7910/DVN/61JSZQ,doi:10.7910/DVN/61JSZQ,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/8IU34X,doi:10.7910/DVN/8IU34X,"['Medicine, Health and Life Sciences']","['Medicine, Health and Life Sciences']",True
doi:10.7910/DVN/IYS9LW,doi:10.7910/DVN/IYS9LW,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/P34OUT,doi:10.7910/DVN/P34OUT,['Arts and Humanities'],['Arts and Humanities'],True
doi:10.7910/DVN/K1RIGM,doi:10.7910/DVN/K1RIGM,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/PXKDAV,doi:10.7910/DVN/PXKDAV,"['Law', 'Social Sciences']","['Law', 'Social Sciences']",True
hdl:1902.4/USLAT1986-102,hdl:1902.4/USLAT1986-102,['Social Sciences'],['Social Sciences'],True
doi:10.7910/DVN/SUCZOE,doi:10.7910/DVN/SUCZOE,['Social Sciences'],['Social Sciences'],True
