"dimension","value","id","coder","accepted","llm"
"expressing trust","high",1628221530344660993,2,"Y","GPT4"
"having hope","high",1628221530344660993,2,"Y","GPT4"
"expressing empathy","high",1628221530344660993,2,"Y","GPT4"
"happiness","high",1629658369253425152,2,"Y","GPT4"
"quality of relationships","high",1629658369253425152,2,"Y","GPT4"
"expressing empathy","high",1629658369253425152,2,"N","GPT4"
"fear of future","high",1626033402552938498,2,"Y","GPT4"
"belonging to society","low",1626033402552938498,2,"N","GPT4"
"financial/material worry","high",1626033402552938498,2,"Y","GPT4"
"expressing empathy","high",1626033402552938498,2,"Y","GPT4"
"happiness","high",1630980971255169049,2,"Y","GPT4"
"expressing altruism","high",1630980971255169049,2,"N","GPT4"
"expressing empathy","high",1630980971255169049,2,"Y","GPT4"
"suffering","high",1629498702216957952,2,"Y","GPT4"
"expressing altruism","high",1629498702216957952,2,"Y","GPT4"
"promoting good","high",1629498702216957952,2,"Y","GPT4"
"expressing empathy","high",1629498702216957952,2,"Y","GPT4"
"self-esteem","low",1628372032181407744,2,"Y","GPT4"
"loneliness","high",1628372032181407744,2,"Y","GPT4"
"fear of future","high",1626835108706545665,2,"Y","GPT4"
"expressing altruism","medium",1626835108706545665,2,"N","GPT4"
"feeling having a political voice","high",1626835108706545665,2,"Y","GPT4"
"happiness","high",1628185011232075776,2,"Y","GPT4"
"expressing gratitude","high",1628185011232075776,2,"N","GPT4"
"expressing empathy","high",1628185011232075776,2,"N","GPT4"
"happiness","high",1626323799573397505,2,"Y","GPT4"
"expressing gratitude","high",1626323799573397505,2,"Y","GPT4"
"fear of future","high",1627356602893316098,2,"Y","GPT4"
"perceiving discrimination","high",1627356602893316098,2,"Y","GPT4"
"financial/material worry","high",1627356602893316098,2,"Y","GPT4"
"expressing empathy","high",1627356602893316098,2,"Y","GPT4"
"perceiving discrimination","medium",1629672518725545986,2,"N","GPT4"
"describing drinking related health issues","high",1629672518725545986,2,"Y","GPT4"
"happiness","high",1629267244600508416,2,"Y","GPT4"
"belonging to society","high",1629267244600508416,2,"N","GPT4"
"promoting good","high",1629267244600508416,2,"Y","GPT4"
"happiness","high",1626259713662029830,2,"Y","GPT4"
"self-esteem","low",1630919928701235200,2,"Y","GPT4"
"loneliness","high",1630919928701235200,2,"Y","GPT4"
"financial/material worry","low",1630919928701235200,2,"N","GPT4"
"describing health limitations","medium",1630919928701235200,2,"Y","GPT4"
"self-esteem","low",1631477667429072899,2,"N","GPT4"
"mastery (ability, capability)","low",1631477667429072899,2,"N","GPT4"
"describing health limitations","high",1631477667429072899,2,"Y","GPT4"
"happiness","high",1631342496239296527,2,"Y","GPT4"
"expressing trust","medium",1627983214877847552,2,"N","GPT4"
"feeling having a political voice","high",1627983214877847552,2,"Y","GPT4"
"happiness","high",1626691642701893640,2,"Y","GPT4"
"mastery (ability, capability)","high",1626691642701893640,2,"N","GPT4"
"happiness","high",1625821498173956096,2,"Y","GPT4"
"quality of relationships","high",1625821498173956096,2,"Y","GPT4"
"financial/material worry","low",1625821498173956096,2,"N","GPT4"
"happiness","high",1631446331649835008,2,"Y","GPT4"
"expressing gratitude","high",1631446331649835008,2,"Y","GPT4"
"promoting good","high",1631446331649835008,2,"N","GPT4"
"expressing empathy","high",1631446331649835008,2,"Y","GPT4"
"expressing job satisfaction","low",1629827523226771458,2,"N","GPT4"
"financial/material worry","high",1629827523226771458,2,"Y","GPT4"
"happiness","high",1629976475343396865,2,"Y","GPT4"
"expressing gratitude","high",1629976475343396865,2,"Y","GPT4"
"happiness","high",1631371691019452416,2,"Y","GPT4"
"happiness","high",1628916225584553984,2,"Y","GPT4"
"expressing altruism","medium",1628916225584553984,2,"N","GPT4"
"having hope","high",1628916225584553984,2,"Y","GPT4"
"expressing empathy","high",1628916225584553984,2,"Y","GPT4"
"anxiety","high",1628175298251423746,2,"Y","GPT4"
"expressing empathy","high",1628175298251423746,2,"Y","GPT4"
"loneliness","medium",1626457665906900992,2,"N","GPT4"
"describing drinking related health issues","low",1626457665906900992,2,"Y","GPT4"
"fear of future","high",1630678047014936577,2,"Y","GPT4"
"happiness","high",1631753504992755721,2,"Y","GPT4"
"quality of relationships","high",1631753504992755721,2,"N","GPT4"
"promoting good","high",1631753504992755721,2,"N","GPT4"
"self-esteem","medium",1632497613751693319,2,"N","GPT4"
"loneliness","high",1632497613751693319,2,"Y","GPT4"
"promoting good","medium",1632497613751693319,2,"N","GPT4"
"happiness","high",1629163904940097537,2,"Y","GPT4"
"expressing altruism","high",1629163904940097537,2,"N","GPT4"
"having hope","high",1629163904940097537,2,"Y","GPT4"
"expressing empathy","high",1629163904940097537,2,"N","GPT4"
"peace with thoughts and feelings","high",1626882069644120064,2,"Y","GPT4"
"expressing altruism","medium",1626882069644120064,2,"N","GPT4"
"expressing empathy","high",1626882069644120064,2,"Y","GPT4"
"purpose in life","high",1634326949245112320,2,"Y","GPT4"
"mastery (ability, capability)","high",1634326949245112320,2,"N","GPT4"
"financial/material worry","low",1634326949245112320,2,"N","GPT4"
"depression","high",1627362621350416386,2,"Y","GPT4"
"quality of relationships","medium",1627362621350416386,2,"N","GPT4"
"having hope","low",1627362621350416386,2,"N","GPT4"
"expressing empathy","high",1627362621350416386,2,"N","GPT4"
"happiness","medium",1628140281957650456,2,"Y","GPT4"
"expressing gratitude","high",1628140281957650456,2,"Y","GPT4"
"having hope","high",1628140281957650456,2,"N","GPT4"
"expressing empathy","high",1628140281957650456,2,"N","GPT4"
"fear of future","high",1631059774379835392,2,"Y","GPT4"
"balance in the various aspects of own life","medium",1631059774379835392,2,"N","GPT4"
"financial/material worry","high",1631059774379835392,2,"Y","GPT4"
"happiness","high",1609397480185270273,2,"Y","GPT4"
"expressing altruism","medium",1609397480185270273,2,"N","GPT4"
"having hope","high",1609397480185270273,2,"Y","GPT4"
"expressing empathy","high",1609397480185270273,2,"N","GPT4"
"expressing altruism","medium",1631835035375656960,2,"Y","GPT4"
"feeling having a political voice","high",1631835035375656960,2,"N","GPT4"
"happiness","high",1627520624158724097,2,"N","GPT4"
"expressing gratitude","high",1627520624158724097,2,"Y","GPT4"
"promoting good","high",1627520624158724097,2,"N","GPT4"
"loneliness","medium",1626457665906900992,2,"N","GPT4"
"describing drinking related health issues","low",1626457665906900992,2,"Y","GPT4"
"happiness","high",1628126718870577152,2,"Y","GPT4"
"quality of relationships","high",1628126718870577152,2,"N","GPT4"
"financial/material worry","low",1628126718870577152,2,"N","GPT4"
"happiness","high",1631711825162117134,2,"Y","GPT4"
"expressing gratitude","high",1631711825162117134,2,"N","GPT4"
"purpose in life","high",1634167986922594304,2,"Y","GPT4"
"expressing altruism","high",1634167986922594304,2,"N","GPT4"
"promoting good","high",1634167986922594304,2,"N","GPT4"
"expressing empathy","high",1634167986922594304,2,"N","GPT4"
"happiness","high",1627598131998216192,2,"Y","GPT4"
"quality of relationships","high",1627598131998216192,2,"N","GPT4"
"financial/material worry","low",1627598131998216192,2,"N","GPT4"
"happiness","high",1629051102430732288,2,"Y","GPT4"
"expressing altruism","high",1629051102430732288,2,"N","GPT4"
"promoting good","high",1629051102430732288,2,"Y","GPT4"
"happiness","high",1632203930833674241,2,"Y","GPT4"
"expressing job satisfaction","high",1627370246922174467,2,"Y","GPT4"
"balance in the various aspects of own life","high",1627370246922174467,2,"Y","GPT4"
"financial/material worry","low",1627370246922174467,2,"N","GPT4"
"suffering","high",1626198228101128197,2,"Y","GPT4"
"spiritual punishment","high",1626198228101128197,2,"N","GPT4"
"life after death belief","high",1626198228101128197,2,"N","GPT4"
"describing health limitations","high",1626198228101128197,2,"N","GPT4"
"happiness","low",1632636304310542336,2,"N","GPT4"
"loneliness","medium",1632636304310542336,2,"Y","GPT4"
"happiness","low",1631156899864514561,2,"N","GPT4"
"loneliness","high",1631156899864514561,2,"Y","GPT4"
"happiness","high",1632209637901516803,2,"Y","GPT4"
"expressing altruism","medium",1632209637901516803,2,"Y","GPT4"
"promoting good","high",1632209637901516803,2,"N","GPT4"
"expressing empathy","high",1632209637901516803,2,"N","GPT4"
"happiness","high",1626303096048476162,2,"Y","GPT4"
"balance in the various aspects of own life","high",1626303096048476162,2,"Y","GPT4"
"having hope","high",1626303096048476162,2,"N","GPT4"
"resilience","medium",1629517553721659394,2,"N","GPT4"
"mastery (ability, capability)","low",1629517553721659394,2,"N","GPT4"
"expressing delayed gratification","high",1629517553721659394,2,"Y","GPT4"
"expressing trust","low",1633130621773004800,2,"N","GPT4"
"feeling having a political voice","high",1633130621773004800,2,"Y","GPT4"
"expressing optimism","low",1628763802471743488,2,"N","GPT4"
"having hope","low",1628763802471743488,2,"Y","GPT4"
"happiness","high",1609395670980653057,2,"Y","GPT4"
"expressing altruism","high",1609395670980653057,2,"Y","GPT4"
"promoting good","high",1609395670980653057,2,"Y","GPT4"
"expressing empathy","high",1609395670980653057,2,"N","GPT4"
"happiness","high",1628953327210999808,2,"Y","GPT4"
"balance in the various aspects of own life","high",1628953327210999808,2,"N","GPT4"
"happiness","high",1630508480317587457,2,"Y","GPT4"
"expressing altruism","low",1630508480317587457,2,"N","GPT4"
"depression","high",1632264965569560577,2,"Y","GPT4"
"loneliness","high",1632264965569560577,2,"Y","GPT4"
"having hope","low",1632264965569560577,2,"N","GPT4"
"happiness","high",1625696920881725441,2,"Y","GPT4"
"feeling religious comfort","low",1625696920881725441,2,"N","GPT4"
"having hope","high",1625696920881725441,2,"Y","GPT4"
"happiness","high",1627788136343384067,2,"N","GPT4"
"quality of relationships","high",1627788136343384067,2,"Y","GPT4"
"expressing empathy","high",1627788136343384067,2,"N","GPT4"
"happiness","high",1625787285253033991,2,"Y","GPT4"
"feeling having a political voice","high",1629636155216986114,2,"Y","GPT4"
"happiness","medium",1630711254665895936,2,"Y","GPT4"
"expressing altruism","high",1630711254665895936,2,"Y","GPT4"
"expressing empathy","high",1630711254665895936,2,"N","GPT4"
"resilience","high",1634148460378071040,2,"Y","GPT4"
"mastery (ability, capability)","high",1634148460378071040,2,"N","GPT4"
"financial/material worry","high",1634148460378071040,2,"Y","GPT4"
"self-esteem","high",1632430749860151301,2,"Y","GPT4"
"expressing altruism","high",1632430749860151301,2,"Y","GPT4"
"promoting good","high",1632430749860151301,2,"Y","GPT4"
"expressing empathy","high",1632430749860151301,2,"N","GPT4"
"depression","medium",1629510604779036672,2,"N","GPT4"
"loneliness","high",1629510604779036672,2,"Y","GPT4"
"depression","high",1628961352306884608,2,"Y","GPT4"
"loneliness","high",1628961352306884608,2,"N","GPT4"
"resilience","medium",1629972980435386369,2,"N","GPT4"
"quality of relationships","low",1629972980435386369,2,"N","GPT4"
"financial/material worry","low",1629972980435386369,2,"N","GPT4"
"expressing empathy","high",1629972980435386369,2,"Y","GPT4"
"expressing optimism","high",1628500659082260483,2,"Y","GPT4"
"expressing government approval","high",1628500659082260483,2,"Y","GPT4"
"suffering","high",1630718885115621378,2,"Y","GPT4"
"loneliness","high",1630718885115621378,2,"N","GPT4"
"having hope","medium",1630718885115621378,2,"N","GPT4"
"describing health limitations","high",1630718885115621378,2,"Y","GPT4"
"self-esteem","high",1628038481728483328,2,"Y","GPT4"
"mastery (ability, capability)","high",1628038481728483328,2,"Y","GPT4"
"promoting good","high",1628038481728483328,2,"Y","GPT4"
"happiness","high",1631004334547763226,2,"Y","GPT4"
"happiness","high",1629770952237039616,2,"Y","GPT4"
"expressing gratitude","high",1629770952237039616,2,"Y","GPT4"
"expressing empathy","high",1629770952237039616,2,"N","GPT4"
"happiness","high",1628062123518468096,2,"Y","GPT4"
"expressing altruism","medium",1628062123518468096,2,"N","GPT4"
"promoting good","high",1628062123518468096,2,"N","GPT4"
"happiness","high",1633029955150815235,2,"Y","GPT4"
"expressing gratitude","high",1633029955150815235,2,"N","GPT4"
"having hope","high",1633029955150815235,2,"Y","GPT4"
"expressing empathy","high",1633029955150815235,2,"N","GPT4"
"happiness","high",1631464336580378624,2,"Y","GPT4"
"mastery (ability, capability)","medium",1631464336580378624,2,"N","GPT4"
"happiness","high",1626409717546500096,2,"N","GPT4"
"expressing altruism","high",1626409717546500096,2,"N","GPT4"
"promoting good","high",1626409717546500096,2,"Y","GPT4"
"expressing empathy","high",1626409717546500096,2,"N","GPT4"
"feeling having a political voice","medium",1627779303512461340,2,"Y","GPT4"
"resilience","medium",1626218640600363009,2,"N","GPT4"
"expressing trust","low",1626218640600363009,2,"N","GPT4"
"feeling having a political voice","high",1626218640600363009,2,"Y","GPT4"
"expressing empathy","high",1626218640600363009,2,"N","GPT4"
"happiness","high",1609353450390958080,2,"Y","GPT4"
"expressing altruism","high",1609353450390958080,2,"N","GPT4"
"having hope","high",1609353450390958080,2,"N","GPT4"
"expressing empathy","high",1609353450390958080,2,"Y","GPT4"
"self-esteem","medium",1633181630381830144,2,"N","GPT4"
"mastery (ability, capability)","medium",1633181630381830144,2,"Y","GPT4"
"financial/material worry","medium",1633181630381830144,2,"N","GPT4"
"expressing empathy","high",1633181630381830144,2,"Y","GPT4"
"happiness","high",1626678094651088900,2,"Y","GPT4"
"expressing altruism","high",1626678094651088900,2,"N","GPT4"
"having hope","high",1626678094651088900,2,"N","GPT4"
"expressing empathy","high",1626678094651088900,2,"N","GPT4"
"happiness","high",1631822623331209216,2,"N","GPT4"
"quality of relationships","high",1631822623331209216,2,"Y","GPT4"
"promoting good","medium",1631822623331209216,2,"N","GPT4"
"happiness","high",1626775502483771392,2,"Y","GPT4"
"quality of relationships","high",1626775502483771392,2,"Y","GPT4"
"promoting good","high",1626775502483771392,2,"N","GPT4"
"expressing empathy","high",1626775502483771392,2,"N","GPT4"
"fear of future","medium",1633132138903007235,2,"N","GPT4"
"belonging to society","medium",1633132138903007235,2,"N","GPT4"
"financial/material worry","high",1633132138903007235,2,"Y","GPT4"
"expressing optimism","high",1625682198836965376,2,"N","GPT4"
"expressing gratitude","high",1625682198836965376,2,"Y","GPT4"
"feeling having a political voice","high",1625682198836965376,2,"Y","GPT4"
"happiness","high",1609354234327179264,2,"Y","GPT4"
"expressing altruism","medium",1609354234327179264,2,"N","GPT4"
"expressing empathy","high",1609354234327179264,2,"N","GPT4"
"perceiving discrimination","medium",1632691105618616321,2,"Y","GPT4"
"quality of relationships","high",1628294949128077313,2,"Y","GPT4"
"expressing empathy","high",1628294949128077313,2,"N","GPT4"
"depression","high",1628915719189430272,2,"Y","GPT4"
"loneliness","high",1628915719189430272,2,"N","GPT4"
"financial/material worry","low",1628915719189430272,2,"N","GPT4"
"describing health limitations","high",1628915719189430272,2,"Y","GPT4"
"expressing gratitude","high",1630306031489392645,2,"Y","GPT4"
"resilience","high",1631329242670837760,2,"Y","GPT4"
"mastery (ability, capability)","medium",1631329242670837760,2,"N","GPT4"
"promoting good","medium",1631329242670837760,2,"N","GPT4"
"expressing empathy","medium",1631329242670837760,2,"N","GPT4"
"perceiving discrimination","medium",1627075749646827521,2,"N","GPT4"
"feeling having a political voice","high",1627075749646827521,2,"Y","GPT4"
"depression","medium",1632133004356198400,2,"N","GPT4"
"belonging to society","high",1632133004356198400,2,"Y","GPT4"
"feeling having a political voice","high",1632133004356198400,2,"N","GPT4"
"religious criticism","medium",1629298612248403968,2,"Y","GPT4"
"happiness","high",1627105707936952320,2,"Y","GPT4"
"quality of relationships","high",1627105707936952320,2,"Y","GPT4"
"expressing empathy","high",1627105707936952320,2,"N","GPT4"
"happiness","medium",1628009420432064513,2,"Y","GPT4"
"balance in the various aspects of own life","high",1628009420432064513,2,"Y","GPT4"
"happiness","high",1632344039704911872,2,"Y","GPT4"
"expressing altruism","high",1632344039704911872,2,"N","GPT4"
"promoting good","high",1632344039704911872,2,"N","GPT4"
"expressing empathy","high",1632344039704911872,2,"Y","GPT4"
"happiness","high",1627352122105925633,2,"Y","GPT4"
"expressing gratitude","high",1627352122105925633,2,"Y","GPT4"
"financial/material worry","low",1627352122105925633,2,"N","GPT4"
"feeling having a political voice","high",1632237159242698752,2,"Y","GPT4"
"expressing optimism","medium",1629185766998872065,2,"N","GPT4"
"expressing trust","low",1629185766998872065,2,"N","GPT4"
"feeling having a political voice","high",1629185766998872065,2,"Y","GPT4"
"depression","high",1630728102845247489,2,"Y","GPT4"
"loneliness","high",1630728102845247489,2,"Y","GPT4"
"financial/material worry","high",1630728102845247489,2,"N","GPT4"
"describing health limitations","high",1630728102845247489,2,"Y","GPT4"
"happiness","high",1634089493287301121,2,"Y","GPT4"
"mastery (ability, capability)","high",1634089493287301121,2,"Y","GPT4"
"promoting good","high",1634089493287301121,2,"N","GPT4"
"self-esteem","high",1632430749860151301,2,"Y","GPT4"
"expressing altruism","high",1632430749860151301,2,"N","GPT4"
"promoting good","high",1632430749860151301,2,"Y","GPT4"
"expressing empathy","high",1632430749860151301,2,"N","GPT4"
"self-esteem","high",1626388712946028545,2,"Y","GPT4"
"mastery (ability, capability)","high",1626388712946028545,2,"Y","GPT4"
"expressing delayed gratification","high",1626388712946028545,2,"Y","GPT4"
"describing health limitations","high",1626388712946028545,2,"Y","GPT4"
"fear of future","high",1627322957843558410,2,"Y","GPT4"
"perceiving discrimination","high",1627322957843558410,2,"N","GPT4"
"feeling having a political voice","high",1627322957843558410,2,"Y","GPT4"
"resilience","high",1630998990136262656,2,"Y","GPT4"
"expressing altruism","high",1630998990136262656,2,"N","GPT4"
"feeling having a political voice","high",1630998990136262656,2,"Y","GPT4"
"expressing empathy","high",1630998990136262656,2,"N","GPT4"
"anxiety","high",1633829062052552705,2,"Y","GPT4"
"balance in the various aspects of own life","low",1633829062052552705,2,"N","GPT4"
"financial/material worry","high",1633829062052552705,2,"N","GPT4"
"describing health limitations","medium",1633829062052552705,2,"N","GPT4"
"self-esteem","high",1629072487412531200,2,"N","GPT4"
"expressing gratitude","high",1629072487412531200,2,"Y","GPT4"
"feeling having a political voice","high",1629072487412531200,2,"N","GPT4"
"expressing empathy","high",1629072487412531200,2,"N","GPT4"
"happiness","low",1628422604406259712,2,"N","GPT4"
"describing drinking related health issues","medium",1628422604406259712,2,"Y","GPT4"
"perceiving discrimination","high",1631428243403186176,2,"Y","GPT4"
"happiness","medium",1630804909225308162,2,"Y","GPT4"
"quality of relationships","medium",1630804909225308162,2,"N","GPT4"
"resilience","high",1631007648068894720,2,"Y","GPT4"
"describing smoking related health issues","medium",1631007648068894720,2,"N","GPT4"
"happiness","high",1629995220568776704,2,"Y","GPT4"
"mastery (ability, capability)","high",1629251532834185216,2,"Y","GPT4"
"fear of future","high",1625758602001539073,2,"Y","GPT4"
"perceiving discrimination","high",1625758602001539073,2,"Y","GPT4"
"feeling having a political voice","high",1625758602001539073,2,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","high",1625758602001539073,2,"N","GPT4"
"expressing optimism","high",1630035277501562880,2,"Y","GPT4"
"positive functioning","medium",1626148074081902592,2,"N","GPT4"
"quality of relationships","high",1626148074081902592,2,"Y","GPT4"
"promoting good","high",1626148074081902592,2,"N","GPT4"
"expressing empathy","high",1626148074081902592,2,"N","GPT4"
"expressing altruism","high",1630278497586249728,2,"Y","GPT4"
"expressing empathy","high",1630278497586249728,2,"N","GPT4"
"fear of future","high",1628104608219373568,2,"Y","GPT4"
"expressing altruism","high",1628104608219373568,2,"N","GPT4"
"having hope","medium",1628104608219373568,2,"N","GPT4"
"expressing empathy","high",1628104608219373568,2,"Y","GPT4"
"fear of future","medium",1632697744082063361,2,"Y","GPT4"
"belief in god","high",1632697744082063361,2,"Y","GPT4"
"life after death belief","high",1632697744082063361,2,"Y","GPT4"
"ptsd (post-traumatic stress disorder)","high",1632697744082063361,2,"N","GPT4"
"happiness","high",1629634361111748608,2,"N","GPT4"
"mastery (ability, capability)","high",1629634361111748608,2,"Y","GPT4"
"promoting good","high",1629634361111748608,2,"Y","GPT4"
"describing health limitations","low",1629634361111748608,2,"N","GPT4"
"happiness","high",1625923566364393474,2,"Y","GPT4"
"expressing altruism","medium",1625923566364393474,2,"N","GPT4"
"having hope","high",1625923566364393474,2,"N","GPT4"
"expressing empathy","high",1625923566364393474,2,"N","GPT4"
"happiness","medium",1627117537837166592,2,"Y","GPT4"
"depression","medium",1627184146148913152,2,"Y","GPT4"
"expressing empathy","medium",1627184146148913152,2,"N","GPT4"
"happiness","high",1632337690724036610,2,"N","GPT4"
"expressing altruism","high",1632337690724036610,2,"N","GPT4"
"having hope","high",1632337690724036610,2,"Y","GPT4"
"expressing empathy","high",1632337690724036610,2,"Y","GPT4"
"happiness","low",1626588552158154752,2,"N","GPT4"
"loneliness","high",1626588552158154752,2,"Y","GPT4"
"financial/material worry","low",1626588552158154752,2,"N","GPT4"
"purpose in life","high",1634314173164433408,2,"Y","GPT4"
"expressing altruism","high",1634314173164433408,2,"N","GPT4"
"promoting good","high",1634314173164433408,2,"Y","GPT4"
"describing health limitations","high",1634314173164433408,2,"N","GPT4"
"happiness","high",1632132492202508288,2,"Y","GPT4"
"quality of relationships","high",1632132492202508288,2,"N","GPT4"
"describing drinking related health issues","low",1632132492202508288,2,"N","GPT4"
"religious criticism","medium",1629462630598430722,2,"N","GPT4"
"feeling having a political voice","high",1629462630598430722,2,"Y","GPT4"
"anxiety","high",1627949955322204160,2,"Y","GPT4"
"perceiving discrimination","high",1627949955322204160,2,"N","GPT4"
"financial/material worry","high",1627949955322204160,2,"N","GPT4"
"happiness","high",1634326801924210689,2,"Y","GPT4"
"expressing altruism","high",1634326801924210689,2,"N","GPT4"
"having hope","high",1634326801924210689,2,"Y","GPT4"
"expressing empathy","high",1634326801924210689,2,"N","GPT4"
"happiness","high",1632031352852807682,2,"Y","GPT4"
"expressing gratitude","high",1632031352852807682,2,"Y","GPT4"
"expressing optimism","high",1625736117369593856,2,"Y","GPT4"
"expressing altruism","high",1625736117369593856,2,"N","GPT4"
"charitable giving/helping","high",1625736117369593856,2,"N","GPT4"
"expressing empathy","medium",1625736117369593856,2,"N","GPT4"
"happiness","high",1631373330040209409,2,"Y","GPT4"
"feeling loved by god","low",1631373330040209409,2,"N","GPT4"
"self-esteem","low",1627136650714152961,2,"N","GPT4"
"quality of relationships","low",1627136650714152961,2,"Y","GPT4"
"depression","high",1632251318491402240,2,"N","GPT4"
"loneliness","medium",1632251318491402240,2,"N","GPT4"
"financial/material worry","low",1632251318491402240,2,"N","GPT4"
"describing health limitations","high",1632251318491402240,2,"N","GPT4"
"resilience","medium",1626601001728835591,2,"Y","GPT4"
"quality of relationships","medium",1626601001728835591,2,"Y","GPT4"
"happiness","high",1630580507598794753,2,"Y","GPT4"
"expressing gratitude","high",1630580507598794753,2,"N","GPT4"
"having hope","high",1630580507598794753,2,"N","GPT4"
"happiness","high",1632018197669920769,2,"Y","GPT4"
"happiness","medium",1633827979402031105,2,"N","GPT4"
"quality of relationships","high",1633827979402031105,2,"N","GPT4"
"promoting good","high",1633827979402031105,2,"Y","GPT4"
"expressing empathy","high",1633827979402031105,2,"Y","GPT4"
"expressing optimism","high",1634326731132907520,2,"Y","GPT4"
"expressing altruism","high",1634326731132907520,2,"N","GPT4"
"financial/material worry","low",1634326731132907520,2,"N","GPT4"
"feeling having a political voice","high",1630244612282499072,2,"Y","GPT4"
"anxiety","high",1627817369354616833,2,"Y","GPT4"
"quality of relationships","low",1627817369354616833,2,"N","GPT4"
"quality of relationships","low",1630946737954123780,2,"N","GPT4"
"describing health limitations","high",1630946737954123780,2,"Y","GPT4"
"anxiety","high",1628150612419305472,2,"Y","GPT4"
"loneliness","high",1628150612419305472,2,"N","GPT4"
"ptsd (post-traumatic stress disorder)","medium",1628150612419305472,2,"N","GPT4"
"expressing job satisfaction","medium",1626795966421471235,2,"Y","GPT4"
"mastery (ability, capability)","medium",1626795966421471235,2,"N","GPT4"
"expressing optimism","high",1629505985462120451,2,"Y","GPT4"
"mastery (ability, capability)","low",1629505985462120451,2,"N","GPT4"
"having hope","high",1629505985462120451,2,"Y","GPT4"
"expressing trust","medium",1632010685428252674,2,"N","GPT4"
"financial/material worry","high",1632010685428252674,2,"Y","GPT4"
"purpose in life","high",1633651350671179776,2,"N","GPT4"
"mastery (ability, capability)","high",1633651350671179776,2,"Y","GPT4"
"promoting good","high",1633651350671179776,2,"N","GPT4"
"purpose in life","high",1629518039376105472,2,"Y","GPT4"
"expressing altruism","medium",1629518039376105472,2,"N","GPT4"
"promoting good","high",1629518039376105472,2,"Y","GPT4"
"happiness","high",1630186283019403265,2,"Y","GPT4"
"expressing altruism","high",1630186283019403265,2,"N","GPT4"
"promoting good","high",1630186283019403265,2,"N","GPT4"
"expressing empathy","high",1630186283019403265,2,"N","GPT4"
"anxiety","high",1630962235731243008,2,"Y","GPT4"
"expressing trust","low",1630962235731243008,2,"N","GPT4"
"feeling having a political voice","high",1630962235731243008,2,"N","GPT4"
"fear of future","high",1633180575904452608,2,"N","GPT4"
"expressing altruism","high",1633180575904452608,2,"N","GPT4"
"financial/material worry","high",1633180575904452608,2,"Y","GPT4"
"expressing empathy","high",1633180575904452608,2,"N","GPT4"
"happiness","low",1631356146207293442,2,"N","GPT4"
"balance in the various aspects of own life","high",1631356146207293442,2,"Y","GPT4"
"promoting good","high",1631356146207293442,2,"Y","GPT4"
"describing health limitations","high",1631356146207293442,2,"Y","GPT4"
"belonging to society","medium",1628057599990956039,2,"Y","GPT4"
"anxiety","high",1627003824454901768,2,"Y","GPT4"
"expressing altruism","high",1630162075241545728,2,"Y","GPT4"
"depression","medium",1626278367392845824,2,"N","GPT4"
"quality of relationships","low",1626278367392845824,2,"N","GPT4"
"financial/material worry","high",1626278367392845824,2,"Y","GPT4"
"expressing trust","medium",1631841252718043137,2,"Y","GPT4"
"happiness","high",1627966598551068672,2,"Y","GPT4"
"quality of relationships","medium",1627966598551068672,2,"N","GPT4"
"feeling having a political voice","high",1629721024630595584,2,"Y","GPT4"
"happiness","high",1631619477832978432,2,"Y","GPT4"
"quality of relationships","high",1631619477832978432,2,"Y","GPT4"
"depression","high",1628849982185897985,2,"Y","GPT4"
"expressing altruism","high",1628849982185897985,2,"N","GPT4"
"promoting good","high",1628849982185897985,2,"N","GPT4"
"expressing empathy","high",1628849982185897985,2,"N","GPT4"
"happiness","high",1631561221487878144,2,"Y","GPT4"
"quality of relationships","high",1631561221487878144,2,"Y","GPT4"
"charitable giving/helping","medium",1631561221487878144,2,"Y","GPT4"
"happiness","high",1626678094651088900,2,"Y","GPT4"
"expressing altruism","high",1626678094651088900,2,"N","GPT4"
"having hope","high",1626678094651088900,2,"N","GPT4"
"expressing empathy","high",1626678094651088900,2,"N","GPT4"
"happiness","high",1629549062914703362,2,"Y","GPT4"
"happiness","high",1626794400310349825,2,"Y","GPT4"
"expressing altruism","low",1626794400310349825,2,"N","GPT4"
"promoting good","high",1626794400310349825,2,"N","GPT4"
"expressing empathy","high",1626794400310349825,2,"N","GPT4"
"anxiety","high",1629346808643334145,2,"N","GPT4"
"expressing trust","low",1629346808643334145,2,"N","GPT4"
"financial/material worry","high",1629346808643334145,2,"Y","GPT4"
"happiness","high",1625735386764042241,2,"Y","GPT4"
"quality of relationships","high",1625735386764042241,2,"Y","GPT4"
"having energy","low",1632399020168495109,2,"Y","GPT4"
"balance in the various aspects of own life","low",1632399020168495109,2,"Y","GPT4"
"financial/material worry","low",1632399020168495109,2,"N","GPT4"
"happiness","high",1631603207393902592,2,"Y","GPT4"
"expressing altruism","medium",1631603207393902592,2,"N","GPT4"
"expressing empathy","high",1631603207393902592,2,"N","GPT4"
"anxiety","high",1628364781584371715,2,"N","GPT4"
"perceiving discrimination","high",1628364781584371715,2,"Y","GPT4"
"feeling having a political voice","high",1628364781584371715,2,"Y","GPT4"
"self-esteem","high",1632623148918099968,2,"Y","GPT4"
"mastery (ability, capability)","high",1632623148918099968,2,"N","GPT4"
"quality of relationships","medium",1631649738272702465,2,"Y","GPT4"
"belonging to society","high",1630979584924475392,2,"Y","GPT4"
