dimension,value,confidence,id
anxiety,high,0.9,1626997189900910594
loneliness,high,0.8,1626997189900910594
anxiety,high,0.9,1633829062052552705
balance in the various aspects of own life,low,0.7,1633829062052552705
financial/material worry,high,0.8,1633829062052552705
describing health limitations,medium,0.6,1633829062052552705
belonging to society,medium,0.6,1629312258407841792
feeling having a political voice,high,0.9,1629312258407841792
expressing empathy,medium,0.6,1629312258407841792
happiness,high,0.8,1628954233591455747
expressing trust,high,0.8,1628954233591455747
fear of future,high,0.8,1633128895376490501
religious criticism,low,0.6,1633128895376490501
feeling having a political voice,high,0.9,1633128895376490501
perceiving discrimination,high,0.8,1629496862641123335
feeling having a political voice,high,0.9,1627821611733725188
happiness,high,0.8,1630297037366513664
having hope,high,0.8,1630297037366513664
perceiving discrimination,high,0.8,1629568380037464066
feeling having a political voice,high,0.9,1629568380037464066
depression,high,0.9,1628505879476846592
loneliness,high,0.8,1628505879476846592
financial/material worry,low,0.1,1628505879476846592
ptsd (post-traumatic stress disorder),medium,0.6,1628505879476846592
fear of future,high,0.8,1632803156374728704
perceiving discrimination,high,0.9,1632803156374728704
feeling having a political voice,high,0.9,1632803156374728704
ptsd (post-traumatic stress disorder),high,0.9,1632803156374728704
belonging to society,high,0.9,1631314482151448578
happiness,high,0.9,1632344039704911872
expressing altruism,high,0.9,1632344039704911872
promoting good,high,0.9,1632344039704911872
expressing empathy,high,0.9,1632344039704911872
happiness,high,0.9,1629987188518551555
expressing gratitude,high,0.9,1629987188518551555
self-esteem,high,0.9,1626759373929484290
expressing altruism,medium,0.6,1626759373929484290
promoting good,high,0.8,1626759373929484290
expressing empathy,high,0.9,1626759373929484290
positive functioning,high,0.9,1630730768224862209
expressing altruism,high,0.9,1630730768224862209
financial/material worry,high,0.9,1630730768224862209
expressing empathy,high,0.9,1630730768224862209
happiness,high,0.9,1630587308394131456
fear of future,high,0.8,1626527494630264834
perceiving discrimination,high,0.9,1626527494630264834
financial/material worry,high,0.9,1626527494630264834
resilience,medium,0.6,1627315399296708608
perceiving discrimination,high,0.8,1627315399296708608
feeling having a political voice,high,0.8,1627315399296708608
fear of future,high,0.9,1628108002632032256
expressing altruism,high,0.9,1628108002632032256
volunteering,high,0.9,1628108002632032256
expressing empathy,high,0.9,1628108002632032256
purpose in life,high,0.9,1628808682686279681
belief in god,high,1,1628808682686279681
life after death belief,high,0.9,1628808682686279681
depression,high,0.8,1627091788824723456
religious criticism,high,0.9,1627091788824723456
feeling having a political voice,high,0.9,1627091788824723456
ptsd (post-traumatic stress disorder),high,0.8,1627091788824723456
depression,low,0.6,1626313622623293442
perceiving discrimination,medium,0.6,1626313622623293442
feeling having a political voice,high,0.9,1626313622623293442
depression,low,0.2,1630897715142877188
perceiving discrimination,low,0.6,1630897715142877188
feeling having a political voice,high,0.9,1630897715142877188
fear of future,high,0.9,1627352950229340161
expressing altruism,high,0.9,1627352950229340161
feeling having a political voice,high,0.9,1627352950229340161
describing smoking related health issues,high,0.9,1627352950229340161
happiness,high,0.8,1629891055339315202
expressing trust,high,0.9,1629891055339315202
feeling having a political voice,high,0.9,1629891055339315202
expressing empathy,high,0.9,1629891055339315202
quality of relationships,low,0.6,1626277541475504129
perceiving discrimination,high,0.85,1609361893390692353
feeling having a political voice,high,0.9,1609361893390692353
perceiving discrimination,high,0.9,1629474315929370624
feeling having a political voice,high,0.9,1629474315929370624
self-esteem,low,0.8,1631840186488475648
mastery (ability or capability),low,0.85,1631840186488475648
expressing empathy,high,0.9,1631840186488475648
happiness,high,0.8,1629276439555055617
fear of future,high,0.8,1628390731025981440
quality of relationships,low,0.7,1628390731025981440
feeling having a political voice,high,0.9,1628390731025981440
expressing empathy,medium,0.6,1628390731025981440
financial/material worry,low,0.9,1628409491858284544
expressing optimism,low,0.7,1629520476383920129
suffering,high,0.9,1631742209224572945
mastery (ability or capability),high,0.8,1631742209224572945
expressing delayed gratification,high,0.8,1631742209224572945
depression,low,0.6,1629483900383707137
perceiving discrimination,low,0.2,1629483900383707137
happiness,high,0.8,1632256702975188992
quality of relationships,medium,0.6,1632256702975188992
promoting good,high,0.7,1632256702975188992
expressing empathy,high,0.9,1632256702975188992
feeling pain,high,0.9,1630557502671667202
mastery (ability or capability),high,0.9,1630557502671667202
feeling having a political voice,high,0.9,1632742202966171648
happiness,high,0.9,1626869746535653376
expressing altruism,high,0.9,1626869746535653376
promoting good,high,0.9,1626869746535653376
expressing empathy,high,0.9,1626869746535653376
self-esteem,high,0.9,1632019145423310849
expressing altruism,high,0.9,1632019145423310849
promoting good,high,0.9,1632019145423310849
expressing empathy,high,0.9,1632019145423310849
suffering,high,0.9,1626065001332056065
expressing altruism,high,0.9,1626065001332056065
promoting good,high,0.9,1626065001332056065
expressing empathy,high,0.95,1626065001332056065
resilience,high,0.8,1629902649557393409
belonging to society,high,0.9,1629902649557393409
feeling having a political voice,high,0.9,1629902649557393409
fear of future,high,0.8,1628820147451330563
religious criticism,high,0.9,1628820147451330563
feeling having a political voice,high,0.9,1628820147451330563
fear of future,high,0.9,1631413372947247105
perceiving discrimination,high,0.9,1631413372947247105
feeling having a political voice,high,0.9,1631413372947247105
purpose in life,high,0.9,1627681809340194821
belief in god,high,1,1627681809340194821
life after death belief,high,0.9,1627681809340194821
happiness,high,0.8,1632009253140701185
feeling loved by god,low,0.2,1632009253140701185
self-esteem,high,0.7,1629403064468750336
quality of relationships,medium,0.6,1629403064468750336
purpose in life,high,0.9,1626583990672195588
expressing altruism,high,0.9,1626583990672195588
promoting good,high,0.9,1626583990672195588
expressing empathy,high,0.9,1632770983957504000
happiness,high,0.9,1631775688322867203
expressing altruism,high,0.9,1631775688322867203
promoting good,high,0.8,1631775688322867203
expressing empathy,high,0.9,1631775688322867203
self-esteem,low,0.7,1627915377811288065
loneliness,high,0.8,1627915377811288065
having hope,low,0.7,1627915377811288065
expressing empathy,high,0.9,1627915377811288065
happiness,high,0.9,1629157636330631168
expressing altruism,medium,0.6,1629157636330631168
having hope,high,0.9,1629157636330631168
anxiety,high,1,1630068651666579456
mastery (ability or capability),high,0.9,1630068651666579456
having hope,high,0.9,1630068651666579456
ptsd (post-traumatic stress disorder),high,0.9,1630068651666579456
expressing trust,low,0.7,1630586684793319428
feeling having a political voice,high,0.9,1630586684793319428
fear of future,high,0.8,1629597094330892288
perceiving discrimination,high,0.9,1629597094330892288
feeling having a political voice,high,0.9,1629597094330892288
ptsd (post-traumatic stress disorder),high,0.7,1629597094330892288
financial/material worry,high,0.8,1629105958860333058
quality of relationships,low,0.7,1626334390161752066
belonging to society,medium,0.6,1630265833959063552
financial/material worry,high,0.8,1630265833959063552
self-esteem,high,0.9,1632327793320099841
quality of relationships,high,0.9,1632327793320099841
promoting good,high,0.9,1632327793320099841
expressing empathy,high,0.9,1632327793320099841
happiness,high,0.9,1631454560836280324
expressing altruism,medium,0.6,1631454560836280324
having hope,high,0.9,1631454560836280324
expressing empathy,high,0.9,1631454560836280324
happiness,high,0.8,1631338018207408149
fear of future,medium,0.6,1628527977515425792
mastery (ability or capability),medium,0.6,1628527977515425792
financial/material worry,high,0.8,1628527977515425792
happiness,medium,0.6,1631318328835813379
quality of relationships,medium,0.6,1631318328835813379
belonging to society,medium,0.6,1631718902467010560
feeling having a political voice,high,0.9,1631718902467010560
expressing optimism,high,0.9,1629991636368257024
expressing altruism,high,0.9,1629991636368257024
financial/material worry,low,0.7,1629991636368257024
expressing empathy,high,0.9,1629991636368257024
self-esteem,high,0.8,1626031629285355520
expressing trust,medium,0.6,1626031629285355520
feeling having a political voice,medium,0.6,1626031629285355520
quality of relationships,high,0.9,1632532743715446785
expressing empathy,high,0.9,1632532743715446785
happiness,high,0.9,1628190045772435458
quality of relationships,medium,0.6,1628190045772435458
happiness,high,0.9,1631255343773925376
mastery (ability or capability),medium,0.6,1631255343773925376
expressing trust,high,0.9,1625999825505333249
expressing empathy,medium,0.6,1625863125047074821
happiness,high,0.8,1626110136459616256
depression,high,0.8,1632343073815502848
mastery (ability or capability),medium,0.6,1632343073815502848
life after death belief,medium,0.6,1632343073815502848
depression,high,0.8,1629216661277667328
loneliness,high,0.7,1629216661277667328
ptsd (post-traumatic stress disorder),high,0.8,1629216661277667328
fear of future,high,0.9,1630815131855884288
expressing altruism,high,0.9,1630815131855884288
feeling having a political voice,high,0.9,1630815131855884288
expressing empathy,high,0.9,1630815131855884288
happiness,high,0.9,1630416329088827392
quality of relationships,high,0.9,1630416329088827392
volunteering,medium,0.6,1630416329088827392
expressing empathy,high,0.9,1630416329088827392
self-esteem,low,0.7,1633017245591822343
quality of relationships,low,0.7,1633017245591822343
fear of future,high,0.9,1628533744263987206
belonging to society,low,0.9,1628533744263987206
feeling having a political voice,high,0.8,1628533744263987206
ptsd (post-traumatic stress disorder),high,0.9,1628533744263987206
happiness,high,0.9,1627195701233963008
balance in the various aspects of own life,medium,0.6,1627195701233963008
self-esteem,medium,0.6,1632521581829185536
perceiving discrimination,high,0.8,1632521581829185536
expressing trust,low,0.7,1628390055311196162
feeling having a political voice,high,0.9,1628390055311196162
happiness,high,0.9,1632075515950510080
expressing gratitude,high,0.9,1632075515950510080
self-esteem,low,0.7,1632365655256371200
perceiving discrimination,high,0.9,1632365655256371200
financial/material worry,high,0.9,1632365655256371200
expressing trust,low,0.7,1625864436824039430
resilience,medium,0.6,1628081811766095886
belonging to society,medium,0.6,1628081811766095886
feeling having a political voice,high,0.9,1628081811766095886
happiness,high,0.9,1632386600511639556
expressing gratitude,high,0.9,1632386600511639556
happiness,high,0.9,1631905402496614401
expressing altruism,high,0.9,1631905402496614401
happiness,high,1,1634088823268458496
expressing altruism,high,0.9,1634088823268458496
having hope,high,0.9,1634088823268458496
happiness,high,0.9,1628798436077182979
expressing altruism,high,0.8,1628798436077182979
promoting good,high,0.9,1628798436077182979
expressing empathy,high,0.9,1628798436077182979
religious criticism,high,0.9,1630136879281590272
feeling having a political voice,high,0.9,1630136879281590272
happiness,high,0.9,1628014485389574144
expressing gratitude,high,0.9,1628014485389574144
happiness,high,0.9,1629454700150923264
happiness,high,0.9,1630134980776001540
expressing altruism,high,0.9,1630134980776001540
promoting good,high,0.9,1630134980776001540
perceiving discrimination,high,0.8,1625808919363813378
feeling having a political voice,high,0.8,1625808919363813378
happiness,high,0.7,1629192378639695873
describing smoking related health issues,high,0.7,1629192378639695873
self-esteem,low,0.8,1631245833977880576
religious criticism,high,0.9,1631245833977880576
life after death belief,high,0.8,1631245833977880576
feeling having a political voice,high,0.8,1629981651131580417
happiness,high,0.8,1628454374765633538
expressing altruism,high,1,1628454374765633538
charitable giving/helping,high,1,1628454374765633538
expressing empathy,high,0.9,1628454374765633538
positive functioning,high,0.9,1630914058986610689
mastery (ability or capability),high,0.9,1630914058986610689
promoting good,high,0.9,1630914058986610689
expressing optimism,high,0.8,1628224632112181252
quality of relationships,medium,0.6,1628224632112181252
self-esteem,high,0.8,1629280270766551040
religious criticism,high,0.85,1626507800796094465
describing smoking related health issues,medium,0.6,1627261279688851457
mastery (ability or capability),medium,0.6,1630239701029511168
expressing trust,medium,0.6,1626685546796929036
happiness,high,0.9,1631278475272134657
expressing gratitude,high,0.9,1631278475272134657
promoting good,high,0.8,1631278475272134657
expressing empathy,high,0.9,1631278475272134657
happiness,medium,0.6,1629219473256218627
expressing altruism,high,0.9,1629219473256218627
having hope,high,0.9,1629219473256218627
expressing empathy,high,0.9,1629219473256218627
expressing optimism,high,0.9,1630820950123098113
expressing gratitude,high,0.9,1630820950123098113
financial/material worry,low,0.1,1630820950123098113
happiness,high,0.8,1628985969041874944
quality of relationships,high,0.8,1628985969041874944
happiness,medium,0.6,1628551578809470977
mastery (ability or capability),low,0.7,1628551578809470977
happiness,low,0.9,1632361950448615424
perceiving discrimination,medium,0.6,1632361950448615424
ptsd (post-traumatic stress disorder),high,0.8,1632361950448615424
expressing trust,low,0.7,1629463592260055042
feeling having a political voice,high,0.9,1629463592260055042
feeling pain,high,1,1627007743272931329
loneliness,high,0.8,1627007743272931329
describing health limitations,high,0.9,1627007743272931329
happiness,medium,0.6,1630804909225308162
quality of relationships,medium,0.6,1630804909225308162
depression,high,0.7,1631013868045574147
perceiving discrimination,high,0.8,1631013868045574147
resilience,high,0.8,1629128849530458114
quality of relationships,high,0.8,1629128849530458114
promoting good,medium,0.6,1629128849530458114
mastery (ability or capability),high,0.9,1634126447609790465
quality of relationships,medium,0.6,1631350901213388814
expressing empathy,high,0.9,1631350901213388814
happiness,high,0.9,1626259713662029830
resilience,medium,0.6,1626070853208227846
expressing altruism,low,0.2,1626070853208227846
expressing empathy,high,0.9,1626070853208227846
resilience,high,0.8,1627634134334992384
expressing altruism,medium,0.6,1627634134334992384
having hope,high,0.8,1627634134334992384
expressing empathy,high,0.9,1627634134334992384
fear of future,high,0.8,1628189792390316032
belonging to society,medium,0.6,1628189792390316032
feeling having a political voice,high,0.8,1628189792390316032
expressing empathy,medium,0.6,1628189792390316032
belonging to society,high,0.8,1630932378905395200
purpose in life,high,0.8,1629167736659054595
expressing altruism,high,0.8,1629167736659054595
promoting good,high,0.9,1629167736659054595
expressing empathy,high,0.85,1629167736659054595
fear of future,high,0.8,1625844555571511298
expressing trust,low,0.9,1625844555571511298
feeling having a political voice,high,0.9,1625844555571511298
expressing empathy,medium,0.6,1625844555571511298
resilience,high,0.8,1629068360486121472
mastery (ability or capability),high,0.9,1629068360486121472
self-esteem,low,0.7,1626557305280921600
loneliness,medium,0.6,1626557305280921600
describing drinking related health issues,high,0.8,1626557305280921600
happiness,high,0.8,1632102864846745600
promoting good,high,0.9,1632102864846745600
fear of future,high,0.9,1630702269762088960
perceiving discrimination,high,0.9,1630702269762088960
feeling having a political voice,high,0.9,1630702269762088960
anxiety,high,0.8,1629910631456428033
expressing altruism,medium,0.6,1629910631456428033
ptsd (post-traumatic stress disorder),low,0.2,1629910631456428033
happiness,high,0.9,1632151795408437250
expressing altruism,high,0.9,1632151795408437250
expressing empathy,high,0.9,1632151795408437250
happiness,high,0.9,1631438797031325697
mastery (ability or capability),high,0.8,1631438797031325697
financial/material worry,low,0.1,1630349370435698690
fear of future,high,0.8,1630697301210456065
fear of future,high,0.9,1627003482149462018
expressing altruism,low,0.6,1627003482149462018
financial/material worry,high,0.9,1627003482149462018
anxiety,medium,0.6,1626339882305044480
loneliness,high,0.7,1626339882305044480
fear of future,high,0.9,1628724076742078465
expressing trust,low,0.9,1628724076742078465
financial/material worry,high,0.9,1628724076742078465
depression,high,0.8,1626768138241966084
perceiving discrimination,medium,0.6,1626768138241966084
feeling having a political voice,high,0.9,1626768138241966084
expressing empathy,medium,0.6,1626768138241966084
resilience,high,0.8,1632439636500037633
belonging to society,medium,0.6,1632439636500037633
having hope,high,0.8,1632439636500037633
ptsd (post-traumatic stress disorder),high,0.8,1632439636500037633
feeling having a political voice,high,0.9,1631474273444585474
peace with thoughts and feelings,high,0.9,1626882069644120064
expressing altruism,medium,0.6,1626882069644120064
expressing empathy,high,0.9,1626882069644120064
happiness,high,0.9,1629830364603490307
balance in the various aspects of own life,medium,0.6,1629830364603490307
expressing delayed gratification,high,0.9,1629830364603490307
happiness,high,0.9,1629540668803629062
expressing gratitude,high,0.8,1629540668803629062
having hope,high,0.9,1629540668803629062
anxiety,medium,0.6,1630078298385465347
expressing trust,low,0.7,1630078298385465347
having hope,low,0.9,1625819123266764801
expressing empathy,high,0.9,1625819123266764801
happiness,high,0.9,1632460410044465154
expressing altruism,high,0.9,1632460410044465154
promoting good,high,0.9,1632460410044465154
expressing empathy,high,0.9,1632460410044465154
quality of relationships,high,0.7,1629355474217828353
anxiety,medium,0.6,1628543944916189186
expressing trust,low,0.9,1628543944916189186
feeling having a political voice,high,0.9,1628543944916189186
perceiving discrimination,medium,0.6,1627432476611321856
feeling having a political voice,high,0.9,1627432476611321856
self-esteem,low,0.9,1632931419398840320
perceiving discrimination,high,0.9,1632931419398840320
financial/material worry,high,0.7,1632931419398840320
happiness,high,0.9,1628719861592457216
expressing gratitude,high,1,1628719861592457216
life after death belief,high,1,1628719861592457216
expressing trust,medium,0.6,1627358746992119810
happiness,high,0.9,1629073151329017857
expressing altruism,medium,0.6,1629073151329017857
happiness,high,0.9,1631453308329295873
expressing altruism,high,0.9,1631453308329295873
volunteering,high,1,1631453308329295873
purpose in life,high,0.8,1626446687550971908
belief in god,high,0.9,1626446687550971908
promoting good,high,0.9,1626446687550971908
self-esteem,medium,0.6,1627879228485107712
perceiving discrimination,high,0.9,1627879228485107712
feeling having a political voice,high,0.9,1627879228485107712
expressing empathy,high,0.9,1627879228485107712
expressing optimism,high,0.8,1630800387916673030
having hope,high,0.8,1630800387916673030
perceiving discrimination,high,0.8,1626045784402677768
quality of relationships,low,0.7,1629842703721660417
happiness,high,0.9,1625769085014351872
quality of relationships,high,0.9,1625769085014351872
expressing empathy,high,0.9,1625769085014351872
depression,low,0.2,1629049019421917184
perceiving discrimination,high,0.9,1629049019421917184
feeling having a political voice,high,0.9,1629049019421917184
belonging to society,high,0.8,1630146234160693249
financial/material worry,low,0.1,1630146234160693249
expressing empathy,medium,0.6,1630146234160693249
having energy,high,0.8,1631789595686756354
mastery (ability or capability),high,0.9,1631789595686756354
describing health limitations,medium,0.6,1631789595686756354
anxiety,high,0.9,1626786044052926464
loneliness,medium,0.6,1626786044052926464
ptsd (post-traumatic stress disorder),medium,0.6,1626786044052926464
happiness,high,0.9,1630035912901160966
expressing altruism,low,0.2,1630035912901160966
promoting good,high,0.9,1630035912901160966
resilience,high,0.9,1631455792460181505
mastery (ability or capability),high,0.9,1631455792460181505
expressing delayed gratification,high,0.9,1631455792460181505
self-esteem,low,0.7,1630565077861425153
religious criticism,high,0.9,1630565077861425153
anxiety,high,0.8,1628821454669086722
expressing altruism,high,0.9,1629742675577520132
mastery (ability or capability),medium,0.6,1631967978282684417
happiness,medium,0.6,1631718007780122641
expressing altruism,high,0.9,1631718007780122641
promoting good,high,0.9,1631718007780122641
expressing empathy,high,0.9,1631718007780122641
depression,high,0.9,1632353757861117952
belonging to society,high,0.8,1632353757861117952
expressing empathy,high,0.9,1632353757861117952
happiness,high,0.9,1626354614613250050
quality of relationships,medium,0.6,1626354614613250050
life satisfaction,low,0.9,1627870868230533120
balance in the various aspects of own life,low,0.7,1627870868230533120
having hope,low,0.8,1627870868230533120
ptsd (post-traumatic stress disorder),high,0.7,1627870868230533120
happiness,medium,0.6,1632900667172958208
happiness,high,0.8,1630375856597258240
expressing gratitude,high,0.9,1630375856597258240
having hope,high,0.8,1630375856597258240
happiness,high,0.9,1625944173214945280
quality of relationships,high,0.8,1625944173214945280
expressing empathy,high,0.9,1625944173214945280
anxiety,high,0.9,1628762217121210369
perceiving discrimination,high,0.8,1628762217121210369
financial/material worry,high,0.9,1628762217121210369
describing health limitations,medium,0.6,1628762217121210369
having hope,medium,0.6,1626784625627365377
having energy,medium,0.6,1626304750215131136
mastery (ability or capability),high,0.9,1626304750215131136
describing health limitations,high,0.9,1626304750215131136
happiness,high,0.9,1630470052758839296
expressing gratitude,high,0.9,1630470052758839296
happiness,high,0.9,1627380537617940481
expressing altruism,high,0.9,1627380537617940481
promoting good,high,0.9,1627380537617940481
expressing empathy,high,0.9,1627380537617940481
fear of future,medium,0.6,1632609932938715137
balance in the various aspects of own life,low,0.7,1632609932938715137
financial/material worry,high,0.8,1632609932938715137
self-esteem,low,0.6,1629032986015301633
perceiving discrimination,medium,0.6,1629032986015301633
depression,high,0.8,1628657446267789312
loneliness,high,0.8,1628657446267789312
purpose in life,high,0.8,1632038789551095814
mastery (ability or capability),high,0.8,1632038789551095814
financial/material worry,low,0.1,1632038789551095814
happiness,medium,0.6,1629212320869101572
expressing altruism,low,0.2,1630322362569875456
financial/material worry,high,0.9,1630322362569875456
happiness,high,0.9,1630608407563567104
expressing gratitude,high,0.9,1630608407563567104
promoting good,high,0.9,1630608407563567104
feeling having a political voice,high,0.8,1631567089801605121
happiness,high,0.9,1632060039681777670
expressing gratitude,high,0.9,1632060039681777670
promoting good,high,0.9,1632060039681777670
fear of future,high,0.8,1628212587799400448
loneliness,high,0.7,1628212587799400448
financial/material worry,low,0.2,1628212587799400448
happiness,medium,0.6,1626445825403494402
happiness,high,0.8,1626258554549305346
expressing altruism,low,0.2,1626258554549305346
happiness,high,0.9,1632474195052449800
expressing altruism,high,0.9,1632474195052449800
promoting good,high,0.9,1632474195052449800
expressing empathy,high,0.95,1632474195052449800
happiness,high,0.9,1632236487340339200
expressing gratitude,high,0.9,1632236487340339200
promoting good,high,0.9,1632236487340339200
expressing empathy,high,0.9,1632236487340339200
happiness,high,0.8,1632407262856724486
expressing gratitude,high,0.9,1632407262856724486
depression,high,0.9,1626338733300584448
expressing altruism,medium,0.6,1626338733300584448
promoting good,high,0.9,1626338733300584448
expressing empathy,high,0.9,1626338733300584448
mastery (ability or capability),high,0.8,1632237025423130624
happiness,high,0.9,1630273520755175427
expressing gratitude,high,0.9,1630273520755175427
resilience,high,0.8,1626311817336336385
quality of relationships,high,0.9,1626311817336336385
promoting good,high,0.9,1626311817336336385
expressing empathy,high,0.9,1626311817336336385
happiness,high,0.8,1609383727662247937
expressing altruism,high,0.9,1609383727662247937
volunteering,high,0.9,1609383727662247937
expressing job satisfaction,high,0.9,1628214668798967808
mastery (ability or capability),high,0.7,1628214668798967808
happiness,high,0.9,1629945172803964930
quality of relationships,low,0.8,1626789728057020417
describing drinking related health issues,low,0.2,1626223129541644292
fear of future,high,0.8,1628953292553261058
anxiety,medium,0.6,1627976703145390081
quality of relationships,medium,0.6,1627976703145390081
expressing empathy,high,0.9,1627976703145390081
fear of future,medium,0.6,1631159277900697600
fear of future,high,0.8,1627708089091620876
mastery (ability or capability),high,0.9,1627708089091620876
ptsd (post-traumatic stress disorder),high,0.7,1627708089091620876
happiness,high,0.9,1626728035402522624
expressing gratitude,high,0.9,1626728035402522624
expressing delayed gratification,high,0.9,1626728035402522624
happiness,high,0.8,1628021299128766464
happiness,medium,0.6,1629927341915795458
expressing altruism,high,0.9,1629927341915795458
having hope,high,0.9,1629927341915795458
expressing empathy,high,0.9,1629927341915795458
expressing optimism,high,0.9,1632730809357553665
expressing trust,high,0.9,1632730809357553665
promoting good,high,0.9,1632730809357553665
self-esteem,high,0.9,1626221586088071168
mastery (ability or capability),high,0.8,1626221586088071168
promoting good,high,0.8,1626221586088071168
depression,high,0.9,1633098418426880006
loneliness,high,0.9,1633098418426880006
financial/material worry,low,0.1,1633098418426880006
describing health limitations,high,0.9,1633098418426880006
happiness,high,0.8,1626583539423780870
expressing gratitude,high,0.9,1626583539423780870
promoting good,high,0.9,1626583539423780870
expressing empathy,high,0.9,1626583539423780870
depression,medium,0.6,1632065411234643971
quality of relationships,low,0.8,1632065411234643971
feeling having a political voice,low,0.7,1632065411234643971
expressing empathy,low,0.6,1632065411234643971
happiness,high,0.8,1625786776265584642
resilience,high,0.8,1634097157677666305
perceiving discrimination,high,0.9,1634097157677666305
ptsd (post-traumatic stress disorder),high,0.8,1634097157677666305
expressing empathy,medium,0.6,1627503760015491072
expressing optimism,medium,0.6,1633093662044221441
anxiety,high,0.7,1632823318003810307
loneliness,medium,0.6,1632823318003810307
feeling having a political voice,high,0.9,1632072522958028803
self-esteem,high,0.8,1629209794866466819
mastery (ability or capability),high,0.9,1629209794866466819
feeling having a political voice,high,0.9,1629209794866466819
expressing delayed gratification,high,0.9,1628595061754671104
self-esteem,high,0.8,1629298905585434624
happiness,high,0.9,1630863001212551169
expressing gratitude,high,0.9,1630863001212551169
promoting good,high,0.9,1630863001212551169
belief in god,high,0.9,1629569891073241089
having hope,high,0.8,1629569891073241089
feeling having a political voice,high,0.9,1630379370991742979
purpose in life,high,0.9,1628969237619568641
expressing altruism,high,0.9,1628969237619568641
promoting good,high,0.9,1628969237619568641
describing health limitations,high,0.8,1628969237619568641
self-esteem,high,0.7,1630773387776905217
mastery (ability or capability),high,0.7,1630773387776905217
financial/material worry,low,0.9,1630773387776905217
having energy,high,0.9,1626232021600321538
depression,high,0.7,1630909249566932993
self-esteem,low,0.6,1626359855354355712
quality of relationships,medium,0.6,1626359855354355712
happiness,high,0.9,1629711003561734144
balance in the various aspects of own life,high,0.9,1629711003561734144
promoting good,high,0.9,1629711003561734144
happiness,high,0.8,1626587232223248384
suffering,high,0.9,1626649800996229120
expressing altruism,high,0.9,1626649800996229120
expressing empathy,high,0.9,1626649800996229120
happiness,medium,0.6,1632764219677442048
balance in the various aspects of own life,medium,0.6,1632764219677442048
happiness,medium,0.6,1628533491632668673
expressing altruism,high,0.9,1628533491632668673
charitable giving/helping,high,0.9,1628533491632668673
expressing empathy,high,0.9,1628533491632668673
self-esteem,medium,0.6,1632083256077082624
expressing gratitude,high,0.9,1632083256077082624
seeking for forgiveness,high,0.9,1632083256077082624
expressing empathy,high,0.9,1632083256077082624
happiness,high,0.8,1629199754637844482
quality of relationships,medium,0.6,1629199754637844482
expressing optimism,high,0.9,1633096031108993024
expressing altruism,high,0.9,1633096031108993024
promoting good,high,0.9,1633096031108993024
expressing altruism,high,0.9,1628182565944233986
having hope,high,0.9,1628182565944233986
expressing empathy,high,0.9,1628182565944233986
quality of relationships,medium,0.6,1627137815913046016
feeling having a political voice,medium,0.6,1627137815913046016
resilience,medium,0.6,1630080443759611905
expressing trust,low,0.95,1630080443759611905
feeling having a political voice,high,0.9,1630080443759611905
financial/material worry,high,0.9,1627364395868102656
happiness,medium,0.7,1629551688339148801
loneliness,medium,0.6,1629551688339148801
promoting good,low,0.6,1629551688339148801
expressing empathy,high,0.9,1626609207939309568
depression,low,0.6,1631588430915436544
perceiving discrimination,high,0.8,1631588430915436544
feeling having a political voice,high,0.9,1631588430915436544
anxiety,high,0.8,1630808805054316545
belonging to society,medium,0.6,1630808805054316545
feeling having a political voice,high,0.8,1630808805054316545
quality of relationships,medium,0.6,1628870702240505857
having energy,high,0.8,1627293530577072129
mastery (ability or capability),high,0.9,1627293530577072129
expressing empathy,high,0.9,1626651641515544604
self-esteem,high,0.9,1633712891776974849
quality of relationships,high,0.8,1633712891776974849
happiness,high,0.9,1630975185619648519
quality of relationships,medium,0.6,1630975185619648519
having hope,high,0.8,1630975185619648519
having energy,high,0.8,1632137632556761090
expressing altruism,high,0.9,1632137632556761090
expressing empathy,high,0.9,1632137632556761090
perceiving discrimination,high,0.8,1629864954776911874
feeling having a political voice,high,0.9,1629864954776911874
happiness,high,0.8,1629851559071817730
happiness,low,0.8,1633032771789520896
happiness,high,0.9,1630605161071775749
having hope,high,0.9,1630605161071775749
happiness,medium,0.6,1630292497992753154
balance in the various aspects of own life,high,0.9,1630292497992753154
promoting good,high,0.9,1630292497992753154
expressing empathy,high,0.9,1630292497992753154
feeling having a political voice,high,0.9,1626016838420164609
expressing trust,high,0.9,1631141289981771776
life satisfaction,low,0.8,1627312242575421443
expressing altruism,high,0.9,1627312242575421443
feeling having a political voice,high,0.9,1627312242575421443
describing health limitations,medium,0.6,1627312242575421443
expressing trust,medium,0.6,1633957326758768640
feeling having a political voice,medium,0.6,1633957326758768640
expressing empathy,high,0.9,1633957326758768640
purpose in life,high,0.8,1634319428157591553
mastery (ability or capability),high,0.8,1634319428157591553
financial/material worry,low,0.1,1634319428157591553
happiness,high,0.7,1627145766279196675
purpose in life,high,0.9,1628389579857309697
expressing altruism,high,0.9,1628389579857309697
financial/material worry,high,0.9,1628389579857309697
expressing empathy,high,0.9,1628389579857309697
feeling pain,high,0.9,1630845144269201408
expressing gratitude,medium,0.6,1630845144269201408
financial/material worry,high,0.9,1630845144269201408
purpose in life,high,0.8,1631647518365986818
expressing altruism,high,0.8,1631647518365986818
promoting good,high,0.9,1631647518365986818
happiness,medium,0.6,1628071220171210753
expressing gratitude,high,0.9,1628071220171210753
